# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 27 22:19:14 2025
#
# User preference: *
#
# CONSTRAINT:  where (disc_year = 2019)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 181234 b,HD 181234,0,1,1,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,7504.00000000000,79.00000000000,-80.00000000000,0,7.4300000000,0.1100000000,-0.1100000000,0,,,,,,,,,2892.23850370,508.52545120,-263.79757781,0,9.10000000,1.60000000,-0.83000000,0,Msini,0.792000,0.069000,-0.083000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5372.83,79.67,-79.67,0,1.059423,0.023986,-0.023986,0,0.973040,0.037160,-0.037160,0,0.3773,0.0562,-0.0562,0,[Fe/H],4.374546,0.028108,-0.028108,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m59.97s,289.9998695,-09d19m29.89s,-9.3249700,47.74580000,0.12980000,-0.12900000,8.5900000,0.0300000,-0.0300000,6.6890000,0.0200000,-0.0200000,8.3692600,0.0003760,-0.0003760,2021-09-20,2021-07,2021-09-20
HD 181234 b,HD 181234,0,1,1,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>,7462.05750000000,80.35500000000,-76.70250000000,0,7.5200000000,0.1600000000,-0.1600000000,0,,,,,,,,,2660.23710000,108.06220000,-114.41880000,0,8.37000000,0.34000000,-0.36000000,0,Msini,0.730000,0.010000,-0.010000,0,,,,,,,,,0,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>,G5,5386.00,60.00,-60.00,0,1.050000,0.070000,-0.070000,0,1.010000,0.060000,-0.060000,0,0.3200,0.0500,-0.0500,0,[Fe/H],4.250000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m59.97s,289.9998695,-09d19m29.89s,-9.3249700,47.74580000,0.12980000,-0.12900000,8.5900000,0.0300000,-0.0300000,6.6890000,0.0200000,-0.0200000,8.3692600,0.0003760,-0.0003760,2019-04-08,2019-05,2019-04-11
HD 20003 b,HD 20003,1,1,2,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,11.84820000000,0.00160000000,-0.00170000000,0,0.0974000000,0.0034000000,-0.0039000000,0,,,,,,,,,11.66000000,1.04000000,-1.06000000,0,0.03670000,0.00330000,-0.00330000,0,Msini,0.360000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G8 V,5494.00,27.00,-27.00,0,,,,,0.875000,,,0,0.0400,0.0200,-0.0200,0,[Fe/H],4.410000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.83160000,0.04990000,-0.04980000,8.3900000,0.0300000,-0.0300000,6.6470000,0.0200000,-0.0200000,8.1918400,0.0002370,-0.0002370,2019-02-05,2019-02,2019-02-07
HD 20003 c,HD 20003,1,1,2,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,33.92390000000,0.02390000000,-0.02660000000,0,0.1964000000,0.0068000000,-0.0078000000,0,,,,,,,,,14.44000000,1.47000000,-1.39000000,0,0.04540000,0.00460000,-0.00440000,0,Msini,0.100000,0.080000,-0.070000,0,,,,,,,,,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G8 V,5494.00,27.00,-27.00,0,,,,,0.875000,,,0,0.0400,0.0200,-0.0200,0,[Fe/H],4.410000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h07m38.16s,46.9090081,-72d19m18.92s,-72.3219221,41.83160000,0.04990000,-0.04980000,8.3900000,0.0300000,-0.0300000,6.6470000,0.0200000,-0.0200000,8.1918400,0.0002370,-0.0002370,2019-02-05,2019-02,2019-02-07
HD 202696 b,HD 202696,1,1,2,Radial Velocity,2019,W. M. Keck Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...93T/abstract target=ref>Trifonov et al. 2019</a>,517.80000000000,8.90000000000,-3.90000000000,0,1.5660000000,0.0160000000,-0.0070000000,0,,,,,,,,,634.38868000,69.92260000,-31.78300000,-1,1.99600000,0.22000000,-0.10000000,-1,Mass,0.011000,0.078000,-0.011000,0,,,,,,,,,0,<a refstr=TRIFONOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...93T/abstract target=ref>Trifonov et al. 2019</a>,K0 III-IV,5040.00,71.00,-85.00,0,6.430000,0.410000,-0.390000,0,1.910000,0.090000,-0.140000,0,0.0200,0.0400,-0.0400,0,[Fe/H],3.110000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h16m54.01s,319.2250346,+27d15m29.81s,27.2582799,188.54600000,1.58700000,-1.56200000,8.2300000,0.0300000,-0.0300000,5.8770000,0.0200000,-0.0200000,7.9592900,0.0003160,-0.0003160,2019-01-14,2019-03,2019-01-17
HD 202696 c,HD 202696,1,1,2,Radial Velocity,2019,W. M. Keck Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...93T/abstract target=ref>Trifonov et al. 2019</a>,946.60000000000,20.70000000000,-20.90000000000,0,2.3420000000,0.0340000000,-0.0350000000,0,,,,,,,,,592.43512000,56.25591000,-72.14741000,-1,1.86400000,0.17700000,-0.22700000,-1,Mass,0.028000,0.065000,-0.012000,0,,,,,,,,,0,<a refstr=TRIFONOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...93T/abstract target=ref>Trifonov et al. 2019</a>,K0 III-IV,5040.00,71.00,-85.00,0,6.430000,0.410000,-0.390000,0,1.910000,0.090000,-0.140000,0,0.0200,0.0400,-0.0400,0,[Fe/H],3.110000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h16m54.01s,319.2250346,+27d15m29.81s,27.2582799,188.54600000,1.58700000,-1.56200000,8.2300000,0.0300000,-0.0300000,5.8770000,0.0200000,-0.0200000,7.9592900,0.0003160,-0.0003160,2019-01-14,2019-03,2019-01-17
HD 202772 A b,HD 202772 A,0,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,3.30887530000,0.00000140000,-0.00000140000,0,,,,,,,,,,,,,,,,,,,,,,0.040000,0.040000,-0.030000,0,,,,,,,,,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,,6272.00,77.00,-71.00,0,2.591000,0.078000,-0.093000,0,1.720000,0.064000,-0.066000,0,0.3000,0.0600,-0.0600,0,[Fe/H],3.848000,0.030000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.49800000,2.45900000,-2.38800000,8.3240000,0.0020000,-0.0020000,6.9590000,0.0240000,-0.0240000,8.2268800,0.0007350,-0.0007350,2024-03-04,2023-03,2024-03-04
HD 202772 A b,HD 202772 A,0,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.30889220000,0.00000710000,-0.00000710000,0,,,,,24.98620000,3.98163000,-3.98163000,0,2.22912330,0.35521785,-0.35521785,0,,,,,,,,,,,,,,17074.7000,,,0,3184.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6188.00,194.00,-194.00,0,2.620000,0.130000,-0.130000,0,,,,,,,,,,4.271660,2.005860,-2.005860,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.49800000,2.45900000,-2.38800000,8.3240000,0.0020000,-0.0020000,6.9590000,0.0240000,-0.0240000,8.2268800,0.0007350,-0.0007350,2023-12-04,2017-07,2023-12-04
HD 202772 A b,HD 202772 A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,3.30895800000,0.00008300000,-0.00008300000,0,0.0520800000,0.0006400000,-0.0006800000,0,17.31790500,0.58286800,-0.67254000,0,1.54500000,0.05200000,-0.06000000,0,323.23311000,22.24810000,-21.61244000,0,1.01700000,0.07000000,-0.06800000,0,Mass,0.038000,0.042000,-0.027000,0,3440.0000,184.0000,-191.0000,0,2132.00,28.00,-30.00,0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,,6272.00,77.00,-71.00,0,2.591000,0.078000,-0.093000,0,1.720000,0.064000,-0.066000,0,0.3000,0.0600,-0.0600,0,[Fe/H],3.848000,0.030000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.49800000,2.45900000,-2.38800000,8.3240000,0.0020000,-0.0020000,6.9590000,0.0240000,-0.0240000,8.2268800,0.0007350,-0.0007350,2019-01-28,2019-02,2019-01-31
HD 206255 b,HD 206255,1,1,1,Radial Velocity,2019,Las Campanas Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,96.04500000000,0.31700000000,-0.31700000000,0,0.4610000000,0.0090000000,-0.0090000000,0,,,,,,,,,34.20000000,7.10000000,-7.10000000,0,0.10760469,0.02233899,-0.02233899,0,Msini,0.230000,0.110000,-0.110000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,G5 IV/V,5635.00,82.00,-99.00,0,,,,,1.420000,0.080000,-0.080000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h42m22.03s,325.5917768,-50d05m36.92s,-50.0935884,75.23630000,0.19950000,-0.19850000,7.6200000,0.0300000,-0.0300000,5.9790000,0.0200000,-0.0200000,7.4484900,0.0001990,-0.0001990,2019-05-20,2019-06,2019-05-23
HD 20781 b,HD 20781,1,2,5,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,5.31350000000,0.00100000000,-0.00100000000,0,0.0529000000,0.0024000000,-0.0027000000,0,,,,,,,,,1.93000000,0.39000000,-0.36000000,0,0.00610000,0.00120000,-0.00110000,0,Msini,0.100000,0.110000,-0.070000,0,,,,,,,,,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,K0 V,5256.00,29.00,-29.00,0,,,,,0.700000,,,0,-0.1100,0.0200,-0.0200,0,[Fe/H],4.370000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.97150000,0.05270000,-0.05260000,8.4800000,0.0300000,-0.0300000,6.5530000,0.0230000,-0.0230000,8.2372000,0.0002140,-0.0002140,2019-02-05,2019-02,2019-02-07
HD 20781 c,HD 20781,1,2,5,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,13.89050000000,0.00330000000,-0.00340000000,0,0.1004000000,0.0046000000,-0.0051000000,0,,,,,,,,,5.33000000,0.70000000,-0.67000000,0,0.01680000,0.00220000,-0.00210000,0,Msini,0.090000,0.090000,-0.060000,0,,,,,,,,,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,K0 V,5256.00,29.00,-29.00,0,,,,,0.700000,,,0,-0.1100,0.0200,-0.0200,0,[Fe/H],4.370000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.97150000,0.05270000,-0.05260000,8.4800000,0.0300000,-0.0300000,6.5530000,0.0230000,-0.0230000,8.2372000,0.0002140,-0.0002140,2019-02-05,2019-02,2019-02-07
HD 20781 d,HD 20781,1,2,5,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,29.15800000000,0.01020000000,-0.01000000000,0,0.1647000000,0.0076000000,-0.0083000000,0,,,,,,,,,10.61000000,1.20000000,-1.19000000,0,0.03340000,0.00380000,-0.00370000,0,Msini,0.110000,0.050000,-0.060000,0,,,,,,,,,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,K0 V,5256.00,29.00,-29.00,0,,,,,0.700000,,,0,-0.1100,0.0200,-0.0200,0,[Fe/H],4.370000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.97150000,0.05270000,-0.05260000,8.4800000,0.0300000,-0.0300000,6.5530000,0.0230000,-0.0230000,8.2372000,0.0002140,-0.0002140,2019-02-05,2019-02,2019-02-07
HD 20781 e,HD 20781,1,2,5,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,85.50730000000,0.09830000000,-0.09470000000,0,0.3374000000,0.0155000000,-0.0170000000,0,,,,,,,,,14.03000000,1.56000000,-1.56000000,0,0.04420000,0.00490000,-0.00490000,0,Msini,0.060000,0.060000,-0.040000,0,,,,,,,,,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,K0 V,5256.00,29.00,-29.00,0,,,,,0.700000,,,0,-0.1100,0.0200,-0.0200,0,[Fe/H],4.370000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h20m03.35s,50.0139757,-28d47m02.82s,-28.7841175,35.97150000,0.05270000,-0.05260000,8.4800000,0.0300000,-0.0300000,6.5530000,0.0230000,-0.0230000,8.2372000,0.0002140,-0.0002140,2019-02-05,2019-02,2019-02-07
HD 210193 b,HD 210193,1,1,1,Radial Velocity,2019,Las Campanas Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,649.91800000000,8.59900000000,-8.59900000000,0,1.4870000000,0.0310000000,-0.0310000000,0,,,,,,,,,153.10000000,23.30000000,-23.30000000,0,0.48170406,0.07330963,-0.07330963,0,Msini,0.240000,0.090000,-0.090000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,G3 V,5790.00,38.00,-50.00,0,,,,,1.040000,0.060000,-0.060000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h09m34.83s,332.3951324,-41d13m30.74s,-41.2252050,42.20290000,0.07940000,-0.07920000,7.8300000,0.0300000,-0.0300000,6.3100000,0.0200000,-0.0200000,7.6687000,0.0001820,-0.0001820,2019-05-20,2019-06,2019-05-23
HD 211970 b,HD 211970,1,1,1,Radial Velocity,2019,Las Campanas Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,25.20100000000,0.02500000000,-0.02500000000,0,0.1430000000,0.0030000000,-0.0030000000,0,,,,,,,,,13.00000000,2.50000000,-2.50000000,0,0.04090237,0.00786584,-0.00786584,0,Msini,0.150000,0.100000,-0.100000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K7 V,4127.00,149.00,-94.00,0,,,,,0.610000,0.040000,-0.040000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h22m15.88s,335.5661579,-54d33m34.56s,-54.5596006,13.12770000,0.00690000,-0.00700000,10.2400000,0.0600000,-0.0600000,5.6630000,0.0210000,-0.0210000,8.4044400,0.0005340,-0.0005340,2019-05-20,2019-06,2019-05-23
